site_id,family,locale,file_path,en_path,issue_type,backlog_reason
docs.aspose.org,cells,ar,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ar\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only [git-history-checked: 2 commit(s) touched this path]
docs.aspose.org,cells,hu,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hu\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only [git-history-checked: 2 commit(s) touched this path]
docs.aspose.org,cells,id,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\id\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only [git-history-checked: 2 commit(s) touched this path]
docs.aspose.org,cells,it,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\it\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only [git-history-checked: 2 commit(s) touched this path]
docs.aspose.org,cells,ja,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ja\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only [git-history-checked: 2 commit(s) touched this path]
docs.aspose.org,cells,ko,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ko\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,lt,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lt\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,lv,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lv\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,ms,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ms\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,nl,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\nl\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,no,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\no\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,pl,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\pl\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,ro,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ro\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,ru,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ru\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,sk,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sk\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,sr,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sr\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,sv,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sv\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,tr,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,uk,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\uk\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,vi,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,zh,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\zh\cells\java\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,ar,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ar\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,ca,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ca\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,cs,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\cs\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,da,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\da\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,de,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\de\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,es,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\es\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,fa,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fa\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,fi,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fi\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,fr,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fr\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,he,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\he\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,hi,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hi\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,hu,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hu\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,id,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\id\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,it,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\it\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,ja,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ja\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,ko,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ko\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,lt,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lt\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,lv,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lv\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,ms,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ms\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,nl,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\nl\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,no,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\no\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,pl,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\pl\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,ro,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ro\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,ru,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ru\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,sk,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sk\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,sr,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sr\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,sv,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sv\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,tr,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,uk,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\uk\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,vi,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\vi\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,cells,zh,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\zh\cells\java\getting-started\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\cells\java\getting-started\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,es,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\es\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,fa,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fa\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,fi,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fi\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,fr,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\fr\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,he,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\he\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,hi,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hi\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,hu,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\hu\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,id,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\id\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,it,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\it\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,ja,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ja\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,ko,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ko\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,lt,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lt\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,lv,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\lv\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,ms,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ms\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,nl,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\nl\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,no,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\no\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,pl,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\pl\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,ro,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ro\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,ru,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\ru\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,sk,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sk\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,sr,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sr\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,sv,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\sv\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,tr,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\tr\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
docs.aspose.org,words,uk,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\uk\words\python\developer-guide\_index.md,D:\onedrive\Documents\GitHub\aspose.org\content\docs.aspose.org\en\words\python\developer-guide\_index.md,empty_body,Committed empty from creation -- no recoverable prior non-empty revision exists; real translation work only
